FID,TYPE,CITY,STATE,ZIP,LATITUDE,LONGITUDE
1,Self-Service,Tampa,FL,33605,27.956644,-82.439072
2,Self-Service,Tampa,FL,33606,27.941708000000002,-82.465888
3,Self-Service,Tampa,FL,33603,27.994389,-82.459439
4,Authorized Ship Center,Tampa,FL,33604,28.024894,-82.484288
5,Self-Service,Tampa,FL,33607,27.976984,-82.484789
6,Self-Service,Tampa,FL,33607,27.975579999999997,-82.48474499999999
7,Self-Service,Tampa,FL,33614,27.996153999999997,-82.494969
8,Self-Service,Tampa,FL,33610,27.996115000000003,-82.427965
9,Self-Service,Tampa,FL,33602,27.951953999999997,-82.45875
10,Self-Service,Tampa,FL,33605,27.960974,-82.43543100000001
11,Self-Service,Tampa,FL,33607,27.954377,-82.484992
12,Self-Service,Tampa,FL,33607,27.952225,-82.48501800000001
13,Self-Service,Tampa,FL,33604,28.031197,-82.459351
14,Self-Service,Tampa,FL,33612,28.033472999999997,-82.473827
15,Self-Service,Tampa,FL,33612,28.040677000000002,-82.459528
16,Self-Service,Tampa,FL,33607,27.963122,-82.524054
17,Self-Service,Tampa,FL,33609,27.952128000000002,-82.514081
18,Self-Service,Tampa,FL,33607,27.952138,-82.515979
19,Self-Service,Tampa,FL,33607,27.952144,-82.51660799999999
20,Self-Service,Tampa,FL,33607,27.957327000000003,-82.524034
21,Self-Service,Tampa,FL,33607,27.956099,-82.52405300000001
22,Self-Service,Tampa,FL,33607,27.955403999999998,-82.524224
23,Self-Service,Tampa,FL,33607,27.952205,-82.522189
24,Self-Service,Tampa,FL,33607,27.954245,-82.524231
25,Self-Service,Tampa,FL,33607,27.955973999999998,-82.526466
26,Self-Service,Tampa,FL,33607,27.955984,-82.528461
27,Self-Service,Tampa,FL,33609,27.951199,-82.52407099999999
28,Self-Service,Tampa,FL,33607,27.9524,-82.526639
29,Self-Service,Tampa,FL,33609,27.950635,-82.524274
30,Self-Service,Tampa,FL,33609,27.948627000000002,-82.52430600000001
31,Self-Service,Tampa,FL,33607,27.960051,-82.531101
32,Staffed,Tampa,FL,33609,27.944661,-82.505723
33,Self-Service,Tampa,FL,33609,27.944740000000003,-82.512045
34,Self-Service,Tampa,FL,33609,27.944921,-82.508864
35,Self-Service,Tampa,FL,33609,27.945368,-82.505662
36,Self-Service,Tampa,FL,33609,27.944724,-82.525272
37,Self-Service,Tampa,FL,33609,27.94473,-82.526028
38,Self-Service,Tampa,FL,33629,27.932975,-82.507826
39,Self-Service,Tampa,FL,33629,27.933166999999997,-82.506624
40,Self-Service,Tampa,FL,33609,27.945304999999998,-82.52986899999999
41,Self-Service,Tampa,FL,33609,27.941041,-82.498545
42,Self-Service,Tampa,FL,33609,27.945446,-82.53009499999999
43,Self-Service,Tampa,FL,33609,27.950425,-82.530576
44,Self-Service,Tampa,FL,33629,27.927395,-82.514129
45,Self-Service,Tampa,FL,33619,27.979691,-82.379195
46,Self-Service,Tampa,FL,33610,27.996075,-82.39074000000001
47,Self-Service,Tampa,FL,33610,27.993323999999998,-82.393618
48,Self-Service,Oldsmar,FL,34677,28.041878999999998,-82.668175
49,Self-Service,Tampa,FL,33610,27.987190999999996,-82.402247
50,Self-Service,Temple Terrace,FL,33617,28.014878999999997,-82.39358100000001
51,Self-Service,Oldsmar,FL,34677,28.043371,-82.677656
52,Self-Service,Tampa,FL,33605,27.956396999999996,-82.415623
53,Self-Service,Palm Harbor,FL,34685,28.065762,-82.705713
54,Self-Service,Tampa,FL,33618,28.035759999999996,-82.489738
55,Self-Service,Tampa,FL,33634,27.976661,-82.548302
56,Self-Service,Tampa,FL,33618,28.035464,-82.488699
57,Staffed,St Petersburg,FL,33710,27.796671999999997,-82.733497
58,Self-Service,Tampa,FL,33629,27.928593,-82.493426
59,Self-Service,Tampa,FL,33609,27.944940999999996,-82.519227
60,Authorized Ship Center,St Petersburg,FL,33704,27.797644000000002,-82.63857900000001
61,Self-Service,Tampa,FL,33609,27.944794,-82.487935
62,Self-Service,Tampa,FL,33609,27.942851,-82.534513
63,Self-Service,St Petersburg,FL,33704,27.795780999999998,-82.64675799999999
64,Staffed,Tampa,FL,33634,28.025662,-82.530201
65,Self-Service,St Petersburg,FL,33704,27.805217,-82.63847700000001
66,Self-Service,Tampa,FL,33634,27.999060999999998,-82.527721
67,Self-Service,St Petersburg,FL,33713,27.771875,-82.67591
68,Self-Service,Tampa,FL,33634,28.019942999999998,-82.532061
69,Self-Service,St Petersburg,FL,33703,27.810385999999998,-82.638685
70,Self-Service,Tampa,FL,33634,28.002052000000003,-82.5339
71,Self-Service,Tampa,FL,33634,28.025406,-82.528976
72,Self-Service,St Petersburg,FL,33713,27.79063,-82.679563
73,Self-Service,Tampa,FL,33634,28.001602000000002,-82.535302
74,Self-Service,Tampa,FL,33634,27.996421999999995,-82.533838
75,Self-Service,Tampa,FL,33634,28.02647,-82.533441
76,Self-Service,Tampa,FL,33634,28.004640000000002,-82.539125
77,Self-Service,Tampa,FL,33634,28.025698,-82.534547
78,Self-Service,St Petersburg,FL,33713,27.793941999999998,-82.679569
79,Authorized Ship Center,Tampa,FL,33634,28.009113,-82.54199100000001
80,Self-Service,St Petersburg,FL,33711,27.770926,-82.689422
81,Self-Service,Tampa,FL,33634,28.003753999999997,-82.542036
82,Self-Service,Tampa,FL,33634,28.0154,-82.54185600000001
83,Self-Service,St Petersburg,FL,33714,27.808386,-82.681545
84,Self-Service,Tampa,FL,33634,28.001790999999997,-82.542051
85,Self-Service,St Petersburg,FL,33707,27.770909000000003,-82.7015
86,Self-Service,St Petersburg,FL,33703,27.827896999999997,-82.646834
87,Self-Service,Tampa,FL,33615,27.999582,-82.564009
88,Authorized Ship Center,Tampa,FL,33615,27.998702,-82.58317
89,Self-Service,St Petersburg,FL,33711,27.726364,-82.679413
90,Self-Service,Tampa,FL,33615,27.985883,-82.57055799999999
91,Staffed,Pinellas Park,FL,33782,27.864655,-82.677072
92,Self-Service,Tampa,FL,33634,27.997425,-82.548234
93,Self-Service,St Petersburg,FL,33702,27.857716999999997,-82.638864
94,Self-Service,Tampa,FL,33634,28.028767,-82.549812
95,Authorized Ship Center,St Petersburg,FL,33702,27.848434,-82.646889
96,Self-Service,Tampa,FL,33634,27.992390000000004,-82.546273
97,Self-Service,St Petersburg,FL,33702,27.860271,-82.645481
98,Self-Service,Tampa,FL,33634,27.990166,-82.546242
99,Self-Service,Tampa,FL,33634,28.026613,-82.541753
100,Self-Service,St Petersburg,FL,33702,27.860033,-82.647076
101,Self-Service,Tampa,FL,33634,27.987336,-82.546346
102,Self-Service,St Petersburg,FL,33702,27.843062,-82.642066
103,Self-Service,Tampa,FL,33634,27.981857,-82.549249
104,Self-Service,Tampa,FL,33634,27.981663,-82.548994
105,Self-Service,St Petersburg,FL,33716,27.864209000000002,-82.646843
106,Self-Service,Tampa,FL,33607,27.969535999999998,-82.565503
107,Self-Service,St Petersburg,FL,33716,27.872095,-82.641747
108,Self-Service,Tampa,FL,33607,27.968405999999998,-82.56815300000001
109,Self-Service,Tampa,FL,33634,27.979654999999998,-82.54870799999999
110,Self-Service,St Petersburg,FL,33716,27.860513,-82.649484
111,Self-Service,Tampa,FL,33634,27.979682,-82.550618
112,Self-Service,St Petersburg,FL,33716,27.874877,-82.638954
113,Self-Service,Tampa,FL,33607,27.967359000000002,-82.564828
114,Self-Service,St Petersburg,FL,33716,27.859678000000002,-82.653786
115,Self-Service,Tampa,FL,33634,27.976812,-82.549874
116,Self-Service,St Petersburg,FL,33716,27.859065,-82.655434
117,Self-Service,Tampa,FL,33607,27.967772999999998,-82.56788900000001
118,Self-Service,St Petersburg,FL,33716,27.87422,-82.647126
119,Self-Service,Tampa,FL,33634,28.032525,-82.539115
120,Self-Service,St Petersburg,FL,33716,27.873078000000003,-82.651057
121,Self-Service,Tampa,FL,33609,27.944309999999998,-82.534548
122,Self-Service,St Petersburg,FL,33716,27.886468,-82.6611
123,Self-Service,Tampa,FL,33609,27.944928000000004,-82.533585
124,Self-Service,St Petersburg,FL,33716,27.885771000000002,-82.66445999999999
125,Authorized Ship Center,Tampa,FL,33618,28.044964,-82.514513
126,Self-Service,Tampa,FL,33619,27.944453999999997,-82.37441700000001
127,Authorized Ship Center,St Petersburg,FL,33716,27.891894,-82.659881
128,Self-Service,Tampa,FL,33624,28.040181,-82.52866
129,Self-Service,St Petersburg,FL,33716,27.883794,-82.671081
130,Self-Service,Tampa,FL,33634,28.035398999999998,-82.540746
131,Self-Service,Clearwater,FL,33762,27.899434000000003,-82.672836
132,Self-Service,Tampa,FL,33626,28.063909000000002,-82.625568
133,Authorized Ship Center,Tampa,FL,33635,28.032983,-82.64604200000001
134,Self-Service,Clearwater,FL,33762,27.893878000000004,-82.669584
135,Self-Service,St Petersburg,FL,33716,27.890237,-82.674358
136,Self-Service,Oldsmar,FL,34677,28.036115000000002,-82.655214
137,Self-Service,Oldsmar,FL,34677,28.039105,-82.65818900000001
138,Self-Service,Clearwater,FL,33762,27.894818,-82.674389
139,Self-Service,Oldsmar,FL,34677,28.03742,-82.663372
140,Self-Service,St Petersburg,FL,33702,27.844704999999998,-82.642036
141,Authorized Ship Center,St Petersburg,FL,33711,27.721896,-82.679373
142,Self-Service,Gulfport,FL,33707,27.748219,-82.70313
143,Self-Service,St Petersburg,FL,33715,27.714292999999998,-82.715438
144,Self-Service,St Petersburg,FL,33710,27.770914,-82.71542600000001
145,Self-Service,St Petersburg Beach,FL,33706,27.743115000000003,-82.748145
146,Self-Service,St Petersburg,FL,33706,27.743087,-82.748071
147,Self-Service,South Pasadena,FL,33707,27.758522999999997,-82.736447
148,Self-Service,St Petersburg,FL,33707,27.769992,-82.730612
149,Self-Service,Treasure Island,FL,33706,27.769167,-82.76920600000001
150,Self-Service,Tierra Verde,FL,33715,27.675924,-82.72600200000001
151,Self-Service,St Petersburg,FL,33710,27.784326,-82.728326
152,Self-Service,St Petersburg,FL,33710,27.785142999999998,-82.728535
153,Self-Service,St Petersburg,FL,33710,27.786813000000002,-82.728537
154,Authorized Ship Center,St Petersburg,FL,33709,27.808065000000003,-82.752234
155,Self-Service,St Petersburg,FL,33709,27.808184999999998,-82.753817
156,Authorized Ship Center,St Petersburg,FL,33709,27.815998999999998,-82.753788
157,Self-Service,St Petersburg,FL,33708,27.813810999999998,-82.770993
158,Authorized Ship Center,Madeira Beach,FL,33708,27.803477,-82.79852199999999
159,Self-Service,St Petersburg,FL,33708,27.813822,-82.777201
160,Authorized Ship Center,St Petersburg,FL,33709,27.813808,-82.700113
161,Self-Service,St Petersburg,FL,33708,27.820081,-82.787109
162,Self-Service,Madeira Beach,FL,33701,27.779149,-82.63059100000001
163,Self-Service,Seminole,FL,33772,27.836996000000003,-82.787157
164,Self-Service,Seminole,FL,33772,27.841234000000004,-82.787162
165,Self-Service,Madeira Beach,FL,33708,27.804149,-82.803097
166,Self-Service,Seminole,FL,33772,27.845013,-82.795169
167,Self-Service,Seminole,FL,33777,27.842653000000002,-82.762215
168,Self-Service,Seminole,FL,33772,27.850883000000003,-82.787221
169,Self-Service,Seminole,FL,33772,27.857065000000002,-82.78716800000001
170,Self-Service,Pinellas Park,FL,33781,27.842837,-82.70519
171,Self-Service,Seminole,FL,33772,27.858128999999998,-82.79520500000001
172,Self-Service,Pinellas Park,FL,33781,27.839265,-82.729035
173,Self-Service,Pinellas Park,FL,33781,27.837906,-82.728088
174,Authorized Ship Center,Largo,FL,33777,27.870181,-82.762231
175,Self-Service,Largo,FL,33778,27.876919,-82.787162
176,Self-Service,Pinellas Park,FL,33781,27.829947999999998,-82.70602199999999
177,Self-Service,Largo,FL,33777,27.871153999999997,-82.738487
178,Self-Service,Holmes Beach,FL,34217,27.494528999999996,-82.707409
179,Authorized Ship Center,Holmes Beach,FL,34217,27.4917,-82.70733299999999
180,Self-Service,Bradenton,FL,34209,27.499577000000002,-82.636551
181,Self-Service,Bradenton,FL,34209,27.496062,-82.625509
182,Self-Service,Bradenton,FL,34209,27.497016,-82.60390600000001
183,Self-Service,Clearwater,FL,33762,27.898362,-82.693154
184,Self-Service,Clearwater,FL,33760,27.891277000000002,-82.70048100000001
185,Self-Service,Clearwater,FL,33762,27.8992,-82.69743199999999
186,Staffed,Dunedin,FL,34698,28.019416999999997,-82.755985
187,Self-Service,Clearwater,FL,33756,27.962277,-82.78764
188,Authorized Ship Center,Clearwater,FL,33755,27.983420000000002,-82.796207
189,Authorized Ship Center,Clearwater,FL,33755,27.96081,-82.775131
190,Self-Service,Clearwater,FL,33755,27.965657,-82.798541
191,Self-Service,Clearwater,FL,33755,27.962325,-82.766973
192,Self-Service,Clearwater,FL,33756,27.960469,-82.791685
193,Self-Service,Clearwater,FL,33765,27.979507,-82.755077
194,Self-Service,Clearwater,FL,33755,27.965659000000002,-82.801062
195,Self-Service,Clearwater,FL,33756,27.961921999999998,-82.797529
196,Self-Service,Clearwater,FL,33765,27.976855,-82.75210899999999
197,Self-Service,Clearwater,FL,33765,27.985133,-82.749606
198,Self-Service,Clearwater,FL,33756,27.957228999999998,-82.797609
199,Self-Service,Dunedin,FL,34698,28.011858,-82.78831600000001
200,Self-Service,Clearwater,FL,33765,27.988079,-82.74618199999999
201,Authorized Ship Center,Corpus Christi,TX,78413,27.688028999999997,-97.389213
202,Self-Service,Corpus Christi,TX,78411,27.716794,-97.392264
203,Self-Service,Corpus Christi,TX,78411,27.712836,-97.38795999999999
204,Self-Service,Corpus Christi,TX,78413,27.691703000000004,-97.38
205,Authorized Ship Center,Corpus Christi,TX,78411,27.709871000000003,-97.387331
206,Self-Service,Corpus Christi,TX,78411,27.698864,-97.37541
207,Self-Service,Corpus Christi,TX,78411,27.703703000000004,-97.372364
208,Self-Service,Hebbronville,TX,78361,27.312884999999998,-98.682677
209,Self-Service,Freer,TX,78357,27.882778000000002,-98.610241
210,Authorized Ship Center,Corpus Christi,TX,78412,27.695301,-97.346082
211,Authorized Ship Center,Corpus Christi,TX,78418,27.620052,-97.22186500000001
212,Staffed,McAllen,TX,78501,26.228964,-98.225604
213,Self-Service,McAllen,TX,78501,26.215358000000002,-98.22809000000001
214,Authorized Ship Center,McAllen,TX,78504,26.247951,-98.225868
215,Self-Service,McAllen,TX,78501,26.206747,-98.23396
216,Self-Service,McAllen,TX,78501,26.204797,-98.237837
217,Authorized Ship Center,McAllen,TX,78501,26.227843,-98.22579499999999
218,Self-Service,McAllen,TX,78501,26.202030999999998,-98.23042199999999
219,Self-Service,McAllen,TX,78501,26.236796000000002,-98.22426
220,Self-Service,McAllen,TX,78501,26.215734,-98.21139699999999
221,Self-Service,McAllen,TX,78501,26.2383,-98.224003
222,Authorized Ship Center,McAllen,TX,78501,26.194233999999998,-98.231526
223,Self-Service,McAllen,TX,78504,26.242178999999997,-98.237965
224,Self-Service,McAllen,TX,78504,26.241895,-98.223582
225,Authorized Ship Center,McAllen,TX,78503,26.191499,-98.244095
226,Self-Service,McAllen,TX,78504,26.254377,-98.22619300000001
227,Staffed,Pharr,TX,78577,26.206999,-98.20269499999999
228,Self-Service,Pharr,TX,78577,26.206999,-98.20269499999999
229,Authorized Ship Center,McAllen,TX,78504,26.249259000000002,-98.222329
230,Self-Service,McAllen,TX,78503,26.184509,-98.224693
231,Self-Service,McAllen,TX,78503,26.187414,-98.21517800000001
232,Authorized Ship Center,McAllen,TX,78503,26.183799,-98.215866
233,Authorized Ship Center,McAllen,TX,78504,26.249677000000002,-98.204488
234,Self-Service,McAllen,TX,78504,26.249996000000003,-98.204596
235,Authorized Ship Center,Mission,TX,78572,26.223652,-98.28855
236,Authorized Ship Center,McAllen,TX,78504,26.261546000000003,-98.220038
237,Self-Service,McAllen,TX,78504,26.261772999999998,-98.22018800000001
238,Self-Service,Mission,TX,78572,26.225252,-98.291273
239,Self-Service,McAllen,TX,78503,26.152193,-98.26728100000001
240,Authorized Ship Center,Hidalgo,TX,78557,26.101339000000003,-98.262899
241,Authorized Ship Center,Hidalgo,TX,78557,26.096571,-98.27141
242,Authorized Ship Center,Pharr,TX,78577,26.187813000000002,-98.18525600000001
243,Authorized Ship Center,McAllen,TX,78501,26.225149,-98.226443
244,Self-Service,Pharr,TX,78577,26.205125,-98.182342
245,Authorized Ship Center,Mission,TX,78572,26.226258,-98.29898299999999
246,Self-Service,Mission,TX,78572,26.214409999999997,-98.321214
247,Self-Service,Edinburg,TX,78539,26.263968,-98.187603
248,Self-Service,Edinburg,TX,78539,26.302915000000002,-98.186575
249,Self-Service,Edinburg,TX,78539,26.282149,-98.16608199999999
250,Authorized Ship Center,Edinburg,TX,78539,26.304469,-98.18265
251,Self-Service,Pharr,TX,78577,26.218372,-98.180989
252,Authorized Ship Center,Alamo,TX,78516,26.194445,-98.121336
253,Authorized Ship Center,San Juan,TX,78589,26.200588,-98.16233000000001
254,Self-Service,Weslaco,TX,78596,26.17031,-97.968234
255,Self-Service,Edinburg,TX,78541,26.385264000000003,-98.14203
256,Self-Service,Edinburg,TX,78539,26.282149,-98.16608199999999
257,Self-Service,Edinburg,TX,78539,26.300385,-98.162747
258,Self-Service,Weslaco,TX,78596,26.16251,-97.998919
259,Self-Service,Edinburg,TX,78541,26.302518,-98.16255600000001
260,Staffed,Brownsville,TX,78521,25.933672,-97.495002
261,Self-Service,Brownsville,TX,78526,25.961538,-97.50658100000001
262,Authorized Ship Center,Brownsville,TX,78521,25.925226000000002,-97.4589
263,Self-Service,Olmito,TX,78575,26.032308,-97.55616500000001
264,Self-Service,Brownsville,TX,78526,25.972148999999998,-97.475537
265,Self-Service,Brownsville,TX,78526,25.951431,-97.493444
266,Self-Service,Brownsville,TX,78521,25.933672,-97.495002
267,Self-Service,Brownsville,TX,78520,25.931582000000002,-97.49943
268,Self-Service,Brownsville,TX,78520,25.9304,-97.493218
269,Self-Service,Brownsville,TX,78521,25.931472,-97.488671
270,Self-Service,Brownsville,TX,78520,25.908297,-97.495056
271,Self-Service,Brownsville,TX,78520,25.901608,-97.500072
272,Self-Service,Brownsville,TX,78521,25.919855,-97.46376500000001
273,Self-Service,Brownsville,TX,78521,25.928978,-97.461294
274,Staffed,Brownsville,TX,78521,25.915454,-97.44369300000001
275,Authorized Ship Center,Los Fresnos,TX,78566,26.071638,-97.47669499999999
276,Authorized Ship Center,Brownsville,TX,78526,25.943127,-97.426959
277,Self-Service,San Benito,TX,78586,26.134874,-97.630714
278,Authorized Ship Center,Harlingen,TX,78550,26.171384,-97.671911
279,Self-Service,Harlingen,TX,78550,26.174332999999997,-97.67145699999999
280,Self-Service,Harlingen,TX,78550,26.182225,-97.680252
281,Self-Service,Harlingen,TX,78550,26.196966,-97.680224
282,Self-Service,Harlingen,TX,78550,26.191679,-97.694226
283,Self-Service,Harlingen,TX,78550,26.192744,-97.69443100000001
284,Staffed,Harlingen,TX,78550,26.21402,-97.663221
285,Self-Service,Harlingen,TX,78550,26.204545,-97.687409
286,Self-Service,Brownsville,TX,78520,25.93737,-97.508964
287,Self-Service,Laguna Vista,TX,78578,26.101658,-97.291042
288,Self-Service,Port Isabel,TX,78578,26.076370999999998,-97.208206
289,Self-Service,South Padre Island,TX,78597,26.097579999999997,-97.165635
290,Authorized Ship Center,South Padre Island,TX,78597,26.123575,-97.170291
291,Self-Service,Edinburg,TX,78541,26.331630999999998,-98.14501700000001
292,Authorized Ship Center,Alton,TX,78574,26.253296000000002,-98.335709
293,Authorized Ship Center,Alton,TX,78574,26.253296000000002,-98.335709
294,Authorized Ship Center,Palmview,TX,78572,26.214447999999997,-98.341426
295,Self-Service,Edinburg,TX,78541,26.335341999999997,-98.144074
296,Authorized Ship Center,Palmview,TX,78572,26.214447999999997,-98.341426
297,Authorized Ship Center,Mission,TX,78574,26.253296000000002,-98.335709
298,Authorized Ship Center,Mission,TX,78573,26.258969,-98.318577
299,Authorized Ship Center,Palmview,TX,78572,26.22975,-98.36032800000001
300,Authorized Ship Center,Mission,TX,78572,26.229290000000002,-98.360348
301,Self-Service,Clearwater,FL,33756,27.952271999999997,-82.79584200000001
302,Self-Service,Clearwater,FL,33765,27.973278999999998,-82.74622099999999
303,Authorized Ship Center,Clearwater,FL,33765,27.972215000000002,-82.746229
304,Self-Service,Clearwater,FL,33765,27.965685999999998,-82.74959
305,Self-Service,Clearwater,FL,33767,27.977612,-82.818783
306,Self-Service,Clearwater,FL,33756,27.948156,-82.78735999999999
307,Self-Service,Clearwater,FL,33765,27.964614,-82.746158
308,Self-Service,Clearwater,FL,33756,27.949883000000003,-82.801631
309,Self-Service,Dunedin,FL,34698,28.018465999999997,-82.77634599999999
310,Authorized Ship Center,Clearwater,FL,33756,27.942711,-82.787515
311,Authorized Ship Center,Clearwater Beach,FL,33767,27.982115000000004,-82.825947
312,Self-Service,Clearwater,FL,33767,27.966207,-82.82265600000001
313,Self-Service,Dunedin,FL,34698,28.016935999999998,-82.763391
314,Self-Service,Clearwater,FL,33756,27.94394,-82.799898
315,Staffed,Largo,FL,33771,27.894715,-82.785547
316,Authorized Ship Center,Largo,FL,33770,27.931649,-82.787648
317,Self-Service,Clearwater,FL,33755,27.965597999999996,-82.79854
318,Self-Service,Largo,FL,33770,27.916745000000002,-82.783899
319,Self-Service,Largo,FL,33770,27.916646999999998,-82.79657399999999
320,Authorized Ship Center,Largo,FL,33770,27.916662,-82.7975
321,Authorized Ship Center,Bradenton,FL,34203,27.440763,-82.461739
322,Authorized Ship Center,Clearwater,FL,33764,27.94224,-82.746791
323,Self-Service,Sarasota,FL,34240,27.382601,-82.439937
324,Authorized Ship Center,Largo,FL,33770,27.916735,-82.807475
325,Self-Service,Clearwater,FL,33764,27.938538,-82.744354
326,Self-Service,Sarasota,FL,34240,27.388012,-82.441932
327,Self-Service,Largo,FL,33770,27.909377000000003,-82.788381
328,Self-Service,Largo,FL,33770,27.916757,-82.812781
329,Self-Service,Sarasota,FL,34240,27.31496,-82.405819
330,Staffed,Clearwater,FL,33763,27.991424,-82.72965400000001
331,Self-Service,Clearwater,FL,33759,27.984486999999998,-82.709074
332,Self-Service,Sarasota,FL,34240,27.333726000000002,-82.444862
333,Authorized Ship Center,Clearwater,FL,33759,27.981427000000004,-82.709067
334,Self-Service,Clearwater,FL,33759,27.960755,-82.712644
335,Self-Service,Englewood,FL,34224,26.914183,-82.32744
336,Self-Service,Clearwater,FL,33759,27.962771999999998,-82.721432
337,Self-Service,Clearwater,FL,33759,27.963128,-82.724954
338,Self-Service,Englewood,FL,34224,26.933175,-82.288914
339,Self-Service,Clearwater,FL,33759,27.962982,-82.72484399999999
340,Self-Service,Clearwater,FL,33765,27.977093,-82.72990300000001
341,Self-Service,Clearwater,FL,33765,27.967855,-82.73157900000001
342,Authorized Ship Center,Englewood,FL,34224,26.934672999999997,-82.31224300000001
343,Self-Service,Safety Harbor,FL,34695,27.990864000000002,-82.69714300000001
344,Self-Service,Safety Harbor,FL,34695,27.990865000000003,-82.690276
345,Authorized Ship Center,Englewood,FL,34223,26.936574,-82.33738199999999
346,Self-Service,Clearwater,FL,33763,27.996209000000004,-82.729331
347,Self-Service,Englewood,FL,34223,26.941657,-82.349409
348,Self-Service,Clearwater,FL,33759,27.998817,-82.72688000000001
349,Self-Service,Clearwater,FL,33759,27.99925,-82.72834399999999
350,Self-Service,Clearwater,FL,33763,28.003991999999997,-82.729675
351,Self-Service,Venice,FL,34293,27.049825,-82.390701
352,Self-Service,Clearwater,FL,33759,28.010683,-82.709051
353,Staffed,Sarasota,FL,34232,27.317487,-82.44945899999999
354,Self-Service,Clearwater,FL,33764,27.937789000000002,-82.730173
355,Self-Service,Clearwater,FL,33763,28.009303999999997,-82.73111800000001
356,Authorized Ship Center,Sarasota,FL,34243,27.392226,-82.50553199999999
357,Self-Service,Safety Harbor,FL,34695,28.012134999999997,-82.69609399999999
358,Self-Service,Clearwater,FL,33760,27.900937,-82.714445
359,Authorized Ship Center,Sarasota,FL,34243,27.389653999999997,-82.505713
360,Authorized Ship Center,Clearwater,FL,33760,27.902523,-82.718376
361,Self-Service,Clearwater,FL,33760,27.903365,-82.720912
362,Authorized Ship Center,Sarasota,FL,34243,27.387446,-82.505516
363,Self-Service,Clearwater,FL,33760,27.911981,-82.70351
364,Self-Service,Bradenton,FL,34203,27.446479999999998,-82.510349
365,Self-Service,Clearwater,FL,33760,27.916311999999998,-82.709862
366,Authorized Ship Center,Sarasota,FL,34232,27.337862,-82.463551
367,Self-Service,Clearwater,FL,33760,27.892840999999997,-82.710104
368,Authorized Ship Center,Sarasota,FL,34232,27.337790000000002,-82.460753
369,Self-Service,Clearwater,FL,33764,27.935821,-82.737822
370,Self-Service,Largo,FL,33771,27.894264,-82.726873
371,Authorized Ship Center,Sarasota,FL,34237,27.343055,-82.49740899999999
372,Self-Service,Sarasota,FL,34237,27.343055,-82.49740899999999
373,Self-Service,Clearwater,FL,33764,27.919159999999998,-82.73040999999999
374,Self-Service,Sarasota,FL,34232,27.336908,-82.457295
375,Self-Service,Largo,FL,33773,27.88462,-82.720673
376,Self-Service,Largo,FL,33773,27.884234000000003,-82.72920500000001
377,Self-Service,Sarasota,FL,34243,27.428359000000004,-82.532979
378,Self-Service,Sarasota,FL,34234,27.372111,-82.53481500000001
379,Self-Service,Clearwater,FL,33764,27.916299,-82.73954
380,Authorized Ship Center,Sarasota,FL,34237,27.34678,-82.513898
381,Self-Service,Largo,FL,33771,27.901563,-82.745623
382,Self-Service,Sarasota,FL,34243,27.418928,-82.539366
383,Self-Service,Clearwater,FL,33764,27.934275,-82.730198
384,Self-Service,Sarasota,FL,34243,27.403784,-82.548208
385,Staffed,Pearl City,HI,96782,21.396428,-157.977604
386,Self-Service,Clearwater,FL,33764,27.947347999999998,-82.729977
387,Self-Service,Sarasota,FL,34237,27.337564,-82.513676
388,Self-Service,Sarasota,FL,34237,27.336496999999998,-82.513239
389,Self-Service,Clearwater,FL,33764,27.943532,-82.730333
390,Self-Service,Clearwater,FL,33764,27.947991,-82.729973
391,Self-Service,Sarasota,FL,34236,27.338319,-82.530934
392,Self-Service,Largo,FL,33773,27.875894,-82.74160400000001
393,Authorized Ship Center,Largo,FL,33771,27.916448,-82.75546800000001
394,Self-Service,Bradenton,FL,34203,27.447578000000004,-82.534903
395,Self-Service,Aiea,HI,96701,21.382842,-157.938516
396,Self-Service,Largo,FL,33773,27.887033000000002,-82.745846
397,Self-Service,Sarasota,FL,34240,27.316427,-82.447008
398,Self-Service,Clearwater,FL,33761,28.033696000000003,-82.73835600000001
399,Self-Service,Sarasota,FL,34237,27.336488,-82.529984
400,Authorized Ship Center,Clearwater,FL,33761,28.037409999999998,-82.738112
401,Authorized Ship Center,Aiea,HI,96701,21.389763000000002,-157.953325
402,Self-Service,Clearwater,FL,33761,28.028836,-82.7263
403,Self-Service,Sarasota,FL,34232,27.312925,-82.44939000000001
404,Self-Service,Clearwater,FL,33761,28.038787,-82.738385
405,Self-Service,Sarasota,FL,34243,27.404696,-82.505482
406,Self-Service,Honolulu,HI,96818,21.364160000000002,-157.928531
407,Self-Service,Clearwater,FL,33761,28.021607,-82.73394
408,Self-Service,Clearwater,FL,33761,28.040163,-82.708916
409,Authorized Ship Center,Sarasota,FL,34233,27.298706,-82.453939
410,Self-Service,Clearwater,FL,33761,28.040646999999996,-82.73807099999999
411,Authorized Ship Center,Sarasota,FL,34233,27.296431,-82.451482
412,Self-Service,Honolulu,HI,96819,21.335735999999997,-157.918529
413,Self-Service,Sarasota,FL,34232,27.308314000000003,-82.497253
414,Self-Service,Safety Harbor,FL,34695,28.012134999999997,-82.69609399999999
415,Self-Service,Bradenton,FL,34207,27.441226,-82.575374
416,Self-Service,Clearwater,FL,33761,28.047940000000004,-82.73836999999999
417,Self-Service,Clearwater,FL,33761,28.013828000000004,-82.713163
418,Self-Service,Pearl City,HI,96782,21.396428,-157.977604
